id,count
605,36.03
606,134.18
607,252.86
608,221.49
609,64.99
610,283.49
611,176.4
614,131.99
615,226.79
616,237.47
617,124.18
618,238.66
624,117.37
629,137.17
631,93.02
633,90.77
637,23.56
638,102.79
643,67.74
644,140.62
645,35.08
646,211.53
648,185.54
650,38.84
651,205.27
652,261.64
656,107.55
657,18.06
659,82.56
660,215.77
662,99.43
665,382.72
675,325.28
681,161.19
682,205.87
685,19.48
686,212.33
689,25.06
696,143.31
703,142.52
704,93.75
705,116.14
714,234.72
717,103.13
718,14.85
720,86.17
721,244.81
723,219.4
726,179.03
728,145.93
730,211.1
731,26.92
734,345.15
737,74.65
738,16.52
745,178.27
746,26.41
749,236.2
752,26.04
753,174.43
758,239.83
765,16.35
766,220.5
768,83.27
769,172.05
774,123.68
775,110.15
781,55.07
784,326.0
794,18.37
795,272.99
796,81.09
802,148.61
803,216.97
805,32.86
806,284.88
807,99.18
809,15.05
810,158.18
812,196.04
814,114.25
818,248.95
819,136.31
825,68.71
836,109.59
839,118.88
847,261.77
848,178.97
851,118.4
852,134.8
853,32.83
857,144.25
858,43.55
859,222.3
861,25.86
867,103.96
870,210.8
871,203.41
872,234.05
874,358.79
881,201.84
886,136.02
890,55.3
895,160.63
899,84.43
900,271.24
901,262.43
902,244.48
903,41.97
913,275.5
918,211.96
923,102.53
924,38.07
926,27.43
927,18.58
930,219.12
934,30.84
937,126.63
939,141.65
941,86.21
942,373.83
946,275.67
950,95.11
953,85.68
959,99.06
961,27.62
962,96.36
964,65.37
969,191.55
971,153.12
976,43.39
978,251.04
980,234.58
981,152.61
990,368.2
993,18.25
996,20.03
998,327.65
999,181.26
1006,120.8
1008,14.37
1013,29.25
1015,96.46
1016,119.38
1022,299.78
1026,222.2
1028,242.88
1031,67.59
1034,47.75
1037,203.58
1040,64.64
1042,18.16
1046,17.93
1048,98.24
1049,104.67
1050,68.25
1051,215.84
1052,231.78
1055,194.73
1060,168.59
1064,26.78
1066,71.12
1071,100.3
1073,13.23
1089,197.38
1091,96.6
1092,70.94
1093,241.33
1096,313.76
1097,237.4
1098,17.64
1099,37.09
1102,177.68
1107,103.08
1109,43.05
1111,134.03
1112,115.37
1114,312.37
1116,287.99
1117,121.97
1118,83.51
1122,135.98
1124,160.49
1127,118.69
1133,224.26
1134,36.54
1135,120.7
1139,308.5
1143,55.05
1150,118.54
1151,111.21
1153,273.47
1155,26.5
1162,26.25
1163,217.87
1166,20.49
1171,83.99
1172,14.93
1173,272.91
1174,80.62
1177,118.67
1178,158.78
1184,184.64
1185,109.38
1186,116.78
1187,159.47
1188,281.75
1191,136.07
1207,123.86
1213,46.68
1215,124.92
1223,184.05
1227,116.15
1236,57.03
1237,49.96
1238,17.76
1241,29.08
1248,16.23
1250,39.19
1251,164.61
1253,113.56
1255,100.32
1257,164.38
1261,114.77
1262,350.87
1265,127.13
1273,185.61
1277,263.85
1278,119.54
1280,112.15
1284,217.57
1285,332.13
1288,36.86
1295,113.92
1297,361.21
1299,263.01
1304,146.07
1308,42.36
1310,93.01
1311,119.87
1314,88.8
1315,111.44
1318,31.84
1320,330.67
1321,291.92
1322,245.03
1330,114.1
1333,166.31
1334,244.24
1341,135.07
1344,150.59
1351,244.88
1354,98.53
1356,54.52
1363,117.94
1365,193.25
1369,128.49
1373,108.79
1375,112.38
1377,83.01
1379,128.35
1380,275.93
1381,92.29
1384,183.89
1390,199.31
1393,247.77
1395,51.87
1399,328.22
1400,86.63
1401,165.15
1404,163.04
1408,13.15
1409,29.39
1413,221.62
1416,282.03
1418,101.23
1423,101.12
1424,26.27
1425,15.76
1433,264.71
1434,144.79
1436,324.1
1442,248.2
1444,85.05
1445,108.54
1452,215.0
1455,165.87
1462,69.88
1467,78.42
1472,43.98
1475,185.78
1493,114.88
1501,227.79
1503,301.37
1504,210.82
1505,14.35
1511,225.07
1512,51.16
1513,88.86
1514,38.79
1528,251.39
1533,248.44
1534,27.04
1536,152.4
1537,76.63
1539,209.68
1550,209.89
1552,211.19
1554,198.08
1555,366.03
1556,92.86
1559,35.84
1563,256.34
1566,143.65
1567,147.8
1568,25.78
1571,233.03
1572,16.57
1574,48.58
1577,17.32
1583,64.67
1585,29.85
1586,189.95
1587,184.93
1596,155.47
1602,37.32
1604,81.72
1605,31.41
1610,311.17
1611,94.77
1616,33.5
1617,97.47
1618,15.78
1622,44.6
1623,33.46
1628,315.34
1631,16.55
1632,184.21
1633,240.26
1634,325.31
1636,231.06
1637,101.24
1643,128.92
1644,102.25
1646,93.82
1648,198.67
1651,33.46
1656,18.76
1658,151.75
1659,16.75
1665,186.81
1666,143.44
1670,42.85
1674,145.47
1679,209.36
1680,224.93
1683,332.66
1686,26.72
1691,94.48
1693,35.53
1696,41.15
1697,96.92
1703,103.9
1706,26.42
1709,172.49
1710,84.72
1712,222.62
1713,122.24
1718,355.07
1719,165.71
1722,274.77
1723,128.39
1724,281.8
1728,64.4
1730,31.06
1732,28.74
1737,37.24
1745,85.7
1747,14.04
1748,12.69
1755,106.47
1759,17.03
1761,273.33
1764,254.04
1765,153.71
1766,86.14
1768,105.08
1770,28.72
1771,149.76
1774,95.09
1785,125.47
1788,194.2
1792,15.55
1794,237.03
1797,120.61
1798,14.17
1799,287.02
1802,99.86
1806,33.64
1808,75.12
1810,248.78
1818,121.22
1819,377.23
1820,287.55
1822,231.19
1826,230.75
1827,205.94
1835,18.32
1841,113.67
1842,144.3
1843,15.85
1846,46.11
1849,87.85
1850,206.5
1851,192.12
1857,53.63
1858,190.94
1860,93.64
1861,243.38
1864,113.97
1869,320.2
1871,69.98
1872,29.65
1875,16.88
1878,238.49
1879,244.27
1885,88.59
1888,104.48
1889,28.87
1890,93.74
1896,150.32
1897,178.25
1898,118.37
1900,105.07
1905,39.76
1908,115.58
1909,100.84
1913,68.77
1918,111.22
1922,324.11
1923,133.13
1925,264.68
1926,141.9
1927,304.8
1930,192.09
1935,70.03
1939,117.01
1942,94.06
1943,220.04
1948,248.48
1949,262.92
1951,108.9
1953,114.37
1959,125.6
1963,16.14
1967,131.12
1973,266.14
1975,26.4
1976,88.33
1990,114.12
1993,117.68
1997,201.19
1999,126.21
2001,301.07
2004,85.56
2010,104.05
2013,128.32
2017,301.1
2021,109.1
2023,155.28
2026,140.96
2037,30.85
2039,194.71
2041,17.83
2046,29.36
2050,16.94
2060,241.45
2067,102.45
2069,155.24
2072,247.42
2074,140.05
2079,124.52
2083,25.2
2085,206.33
2087,16.25
2093,142.28
2094,30.24
2097,38.81
2103,97.67
2104,51.52
2107,184.12
2108,21.28
2110,93.17
2115,197.91
2117,31.69
2125,314.7
2127,270.22
2133,14.78
2134,380.71
2135,115.22
2141,266.68
2143,33.29
2145,81.61
2146,27.62
2147,272.69
2148,61.13
2149,69.63
2165,120.52
2166,149.04
2177,208.84
